"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"XRX","Xerox Corporation","32.74","8321518760.9","n/a","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/xrx",
"XLNX","Xilinx, Inc.","72.76","18088246231.4","n/a","1990","Technology","Semiconductors","http://www.nasdaq.com/symbol/xlnx",
"XPER","Xperi Corporation","22.675","1122845320.4","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/xper",
"XPLR","Xplore Technologies Corp","3.51","38628216.9","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/xplr",
"XNET","Xunlei Limited","4.33","120108280.89","27738633","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/xnet",
"YNDX","Yandex N.V.","31.83","10345421835.81","n/a","2011","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/yndx",
"YEXT","Yext, Inc.","12.13","1094566707.16","n/a","2017","Technology","EDP Services","http://www.nasdaq.com/symbol/yext",
"YGE","Yingli Green Energy Holding Company Limited","2.33","42350958.41","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/yge",
"YUME","YuMe, Inc.","4.47","155095415.67","n/a","2013","Technology","Advertising","http://www.nasdaq.com/symbol/yume",
"YY","YY Inc.","90.18","3508899651.72","38909954","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/yy",
"ZBRA","Zebra Technologies Corporation","111.3","5910947112","n/a","1991","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/zbra",
"ZDGE","Zedge, Inc.","2.01","19391752.38","n/a","2016","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/zdge",
"ZEN","Zendesk, Inc.","29.3","2944612935.5","n/a","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/zen",
"ZIXI","Zix Corporation","5.32","293782061.44","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/zixi",
"ZNGA","Zynga Inc.","3.7","3202204886","n/a","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/znga",
